SUB,WORD_ORDER,ITEM,ORDER_TOP,SIZE_A_TOP,SIZE_B_TOP,ORDER_CENTER,SIZE_A_CENTER,SIZE_B_CENTER,ORDER_BOTTOM,SIZE_A_BOTTOM,SIZE_B_BOTTOM,CHOICE,CHOICE_SIZE
1516199706,0,32,1,60,120,2,120,120,1,120,120,BOTTOM,EQUAL
1516199706,0,17,1,120,120,1,120,60,2,60,120,TOP,EQUAL
1516199706,0,2,1,60,120,2,120,120,1,120,60,CENTER,EQUAL
1516199706,0,7,2,120,60,2,60,120,1,120,60,TOP,SMALLER
1516199706,0,22,2,120,120,2,60,120,1,120,60,BOTTOM,LARGER
1516199706,0,27,2,60,120,1,120,60,1,60,120,CENTER,LARGER
1516199854,0,25,1,60,120,2,60,120,2,120,60,CENTER,LARGER
1516199854,0,5,2,120,120,1,120,60,2,60,120,TOP,EQUAL
1516199854,0,20,2,120,60,2,120,120,1,60,120,CENTER,EQUAL
1516199854,0,35,2,120,120,1,60,120,2,60,120,TOP,EQUAL
1516199854,0,15,2,120,60,1,120,120,1,60,120,CENTER,EQUAL
1516199854,0,30,2,120,120,2,60,120,1,120,120,BOTTOM,EQUAL
1516199854,0,10,1,120,120,1,60,120,2,60,120,TOP,EQUAL
1516199862,0,16,1,120,120,1,120,60,2,120,120,CENTER,LARGER
1516199862,0,6,2,120,60,2,60,120,1,120,60,TOP,SMALLER
1516199862,0,31,1,60,120,2,120,60,2,120,120,BOTTOM,EQUAL
1516199862,0,11,1,60,120,2,60,120,2,120,120,CENTER,LARGER
1516199862,0,21,2,120,60,1,120,120,1,120,60,CENTER,EQUAL
1516199862,0,1,2,120,120,2,120,60,1,60,120,CENTER,SMALLER
1516199862,0,26,1,60,120,2,120,60,2,120,120,TOP,SMALLER
1516199862,0,36,1,120,120,2,120,60,2,60,120,TOP,EQUAL
1516200748,0,8,1,60,120,1,120,60,2,120,120,BOTTOM,EQUAL
1516200748,0,33,1,60,120,2,120,120,1,120,60,CENTER,EQUAL
1516200748,0,18,1,120,120,1,120,60,1,60,120,CENTER,LARGER
1516200748,0,3,1,60,120,2,60,120,1,120,60,BOTTOM,LARGER
1516200748,0,28,1,60,120,2,60,120,1,120,120,BOTTOM,EQUAL
1516200748,0,13,1,120,60,2,60,120,1,60,120,TOP,LARGER
1516200748,0,23,2,120,120,1,120,120,1,120,60,TOP,EQUAL
1516202508,0,33,2,120,120,1,60,120,1,120,60,TOP,EQUAL
1516202508,0,23,2,120,120,1,120,60,2,60,120,TOP,EQUAL
1516202508,0,18,1,120,120,2,120,120,1,120,60,TOP,EQUAL
1516202508,0,8,1,60,120,2,60,120,1,120,60,BOTTOM,LARGER
1516202508,0,13,2,120,60,1,60,120,1,120,120,BOTTOM,EQUAL
1516202508,0,28,1,60,120,2,120,120,1,120,60,CENTER,EQUAL
1516202508,0,3,1,60,120,1,120,60,2,120,120,BOTTOM,EQUAL
1516202518,0,12,1,60,120,2,120,60,1,120,120,BOTTOM,EQUAL
1516202518,0,7,1,60,120,1,120,120,2,120,60,CENTER,EQUAL
1516202518,0,22,2,60,120,1,120,120,1,60,120,CENTER,EQUAL
1516202518,0,27,1,120,120,1,60,120,2,60,120,TOP,EQUAL
1516202518,0,32,2,60,120,2,120,120,2,120,60,CENTER,EQUAL
1516202518,0,17,1,120,60,1,120,120,2,60,120,CENTER,EQUAL
1516202518,0,2,1,60,120,2,60,120,2,120,60,BOTTOM,SMALLER
1516205493,0,21,1,120,120,1,120,60,2,120,120,TOP,EQUAL
1516205493,0,11,1,60,120,1,120,60,2,120,120,BOTTOM,EQUAL
1516205493,0,31,1,120,120,1,120,60,1,60,120,TOP,EQUAL
1516205493,0,1,2,120,60,1,120,120,2,120,120,CENTER,EQUAL
1516205493,0,16,2,120,120,1,120,60,2,60,120,TOP,EQUAL
1516205493,0,36,1,120,120,2,120,60,2,120,120,TOP,EQUAL
1516205493,0,6,2,120,120,1,120,120,2,60,120,TOP,EQUAL
1516205493,0,26,2,120,120,1,120,60,2,120,60,TOP,EQUAL
1516206746,0,25,1,120,60,2,120,120,2,120,60,BOTTOM,SMALLER
1516206746,0,5,2,120,120,2,60,120,2,120,60,BOTTOM,SMALLER
1516206746,0,35,1,60,120,1,120,60,2,120,60,BOTTOM,SMALLER
1516206746,0,10,2,60,120,1,120,60,2,120,60,BOTTOM,SMALLER
1516206746,0,30,2,120,60,1,120,60,2,60,120,TOP,SMALLER
1516206746,0,20,1,120,60,1,60,120,1,120,120,TOP,LARGER
1516206746,0,15,1,60,120,2,60,120,1,120,120,TOP,SMALLER
1516206875,0,19,2,120,60,1,120,60,1,60,120,TOP,SMALLER
1516206875,0,4,1,120,120,2,120,60,2,120,120,CENTER,SMALLER
1516206875,0,14,1,120,120,1,60,120,2,120,60,BOTTOM,SMALLER
1516206875,0,24,2,120,120,2,120,60,1,60,120,BOTTOM,SMALLER
1516206875,0,9,1,120,120,1,120,60,2,120,60,CENTER,LARGER
1516206875,0,34,1,120,120,2,120,120,1,60,120,TOP,EQUAL
1516206875,0,29,2,120,120,2,120,60,2,60,120,TOP,EQUAL
1516206968,0,8,2,60,120,1,60,120,1,120,60,BOTTOM,LARGER
1516206968,0,33,1,120,60,1,60,120,1,120,120,BOTTOM,EQUAL
1516206968,0,13,1,120,60,1,120,120,2,60,120,CENTER,EQUAL
1516206968,0,28,1,60,120,2,60,120,1,120,60,TOP,SMALLER
1516206968,0,3,2,120,120,1,120,120,1,120,60,CENTER,EQUAL
1516206968,0,23,2,120,60,2,120,120,1,60,120,CENTER,EQUAL
1516206968,0,18,1,120,60,2,120,120,1,120,120,CENTER,EQUAL
1516208275,0,2,2,60,120,2,120,60,1,120,120,CENTER,SMALLER
1516208275,0,22,2,60,120,1,60,120,2,120,60,BOTTOM,SMALLER
1516208275,0,7,2,120,60,2,120,120,1,120,60,CENTER,EQUAL
1516208275,0,17,1,60,120,2,120,60,1,120,60,CENTER,SMALLER
1516208275,0,12,1,60,120,1,120,120,2,120,120,CENTER,EQUAL
1516208275,0,27,1,60,120,2,120,60,1,120,120,BOTTOM,EQUAL
1516208275,0,32,2,60,120,1,60,120,1,120,120,BOTTOM,EQUAL
1516208571,0,16,1,60,120,1,120,120,1,120,60,CENTER,EQUAL
1516208571,0,11,2,60,120,1,120,60,1,120,120,BOTTOM,EQUAL
1516208571,0,21,2,60,120,1,60,120,2,120,120,BOTTOM,EQUAL
1516208571,0,1,1,60,120,1,120,60,2,60,120,BOTTOM,LARGER
1516208571,0,6,2,120,60,2,120,120,1,120,120,BOTTOM,EQUAL
1516208571,0,26,2,120,60,2,60,120,2,120,120,BOTTOM,EQUAL
1516208571,0,36,1,60,120,2,60,120,2,120,60,CENTER,LARGER
1516208571,0,31,1,60,120,2,120,120,2,120,60,CENTER,EQUAL
1516209574,0,14,2,60,120,1,60,120,1,120,60,BOTTOM,LARGER
1516209574,0,4,1,120,60,2,60,120,1,60,120,TOP,LARGER
1516209574,0,19,2,60,120,1,120,120,2,120,120,BOTTOM,EQUAL
1516209574,0,9,2,120,120,2,60,120,2,120,60,TOP,EQUAL
1516209574,0,24,1,60,120,2,60,120,1,120,120,TOP,SMALLER
1516209574,0,29,1,120,60,1,60,120,2,60,120,CENTER,SMALLER
1516209574,0,34,1,60,120,1,120,60,2,120,120,CENTER,LARGER
1516209686,0,27,2,120,60,1,120,120,1,60,120,CENTER,EQUAL
1516209686,0,2,1,60,120,2,120,60,2,60,120,CENTER,SMALLER
1516209686,0,7,1,120,60,2,120,120,1,60,120,CENTER,EQUAL
1516209686,0,22,2,120,120,2,60,120,1,60,120,TOP,EQUAL
1516209686,0,12,1,120,120,1,120,60,2,120,60,TOP,EQUAL
1516209686,0,32,1,60,120,2,120,120,1,120,120,BOTTOM,EQUAL
1516209686,0,17,1,60,120,2,60,120,2,120,60,CENTER,LARGER
1516209766,0,31,2,120,120,2,120,60,1,60,120,BOTTOM,SMALLER
1516209766,0,36,1,120,120,1,60,120,2,120,60,TOP,EQUAL
1516209766,0,1,1,120,120,2,60,120,1,60,120,TOP,EQUAL
1516209766,0,16,2,120,60,2,120,120,1,120,60,TOP,SMALLER
1516209766,0,26,2,120,60,2,60,120,1,60,120,CENTER,LARGER
1516209766,0,21,1,60,120,2,60,120,1,120,60,CENTER,LARGER
1516209766,0,11,1,120,120,2,120,60,1,60,120,CENTER,SMALLER
1516209766,0,6,2,120,120,2,120,60,1,120,120,BOTTOM,EQUAL
1516210381,0,14,2,60,120,2,120,120,2,120,60,CENTER,EQUAL
1516210381,0,19,1,120,60,2,60,120,1,120,120,CENTER,LARGER
1516210381,0,4,2,120,120,2,120,60,1,60,120,BOTTOM,SMALLER
1516210381,0,24,1,120,60,1,60,120,2,60,120,BOTTOM,LARGER
1516210381,0,29,2,120,120,2,60,120,1,120,60,TOP,EQUAL
1516210381,0,34,2,120,60,1,120,120,1,60,120,CENTER,EQUAL
1516210381,0,9,2,120,60,1,120,120,2,120,120,CENTER,EQUAL
1516232236,0,8,1,120,60,2,60,120,1,60,120,CENTER,LARGER
1516232236,0,28,2,120,120,2,60,120,1,120,120,CENTER,LARGER
1516232236,0,3,2,120,120,1,120,60,2,120,60,CENTER,LARGER
1516232236,0,33,1,120,120,2,60,120,1,60,120,BOTTOM,SMALLER
1516232236,0,18,2,60,120,1,60,120,2,120,60,CENTER,SMALLER
1516232236,0,13,1,120,120,2,120,120,2,60,120,TOP,EQUAL
1516232236,0,23,2,60,120,2,120,120,1,60,120,TOP,LARGER
1516232290,0,30,1,120,60,2,60,120,2,120,120,BOTTOM,EQUAL
1516232290,0,5,1,60,120,1,120,60,2,60,120,CENTER,LARGER
1516232290,0,20,1,120,60,2,120,120,1,120,120,BOTTOM,EQUAL
1516232290,0,15,2,120,60,1,120,60,1,120,120,BOTTOM,EQUAL
1516232290,0,25,1,120,60,2,120,60,2,60,120,TOP,LARGER
1516232290,0,10,2,120,60,2,120,120,1,120,60,CENTER,EQUAL
1516232290,0,35,1,120,60,2,120,60,2,60,120,TOP,LARGER
1516232541,0,4,1,60,120,2,120,120,2,60,120,CENTER,EQUAL
1516232541,0,24,1,120,60,2,120,120,2,60,120,CENTER,EQUAL
1516232541,0,9,1,120,60,2,120,120,1,60,120,CENTER,EQUAL
1516232541,0,14,2,60,120,2,120,120,1,120,120,BOTTOM,EQUAL
1516232541,0,29,1,60,120,2,120,120,2,120,60,CENTER,EQUAL
1516232541,0,34,2,120,60,1,120,120,2,120,120,CENTER,EQUAL
1516232541,0,19,1,120,120,2,120,120,2,60,120,TOP,EQUAL
1516232739,0,14,2,120,60,2,60,120,1,120,60,TOP,SMALLER
1516232739,0,24,2,120,60,2,120,120,1,120,120,CENTER,EQUAL
1516232739,0,4,2,60,120,1,120,120,1,60,120,BOTTOM,SMALLER
1516232739,0,19,2,120,60,1,60,120,2,60,120,CENTER,SMALLER
1516232739,0,9,2,60,120,1,120,60,1,60,120,TOP,LARGER
1516232739,0,29,2,120,60,2,120,120,2,60,120,CENTER,EQUAL
1516232739,0,34,1,60,120,1,120,120,2,120,120,CENTER,EQUAL
1516233094,0,5,2,120,60,1,120,60,1,60,120,CENTER,LARGER
1516233094,0,25,2,120,60,2,60,120,2,120,120,BOTTOM,EQUAL
1516233094,0,15,2,120,120,1,120,60,2,120,60,TOP,EQUAL
1516233094,0,10,1,60,120,2,120,60,2,60,120,CENTER,SMALLER
1516233094,0,20,2,120,60,1,120,120,2,60,120,CENTER,EQUAL
1516233094,0,30,2,120,120,1,120,60,2,120,60,TOP,EQUAL
1516233094,0,35,1,60,120,1,120,120,2,120,120,CENTER,EQUAL
1516233697,0,34,1,60,120,2,60,120,2,120,60,CENTER,LARGER
1516233697,0,14,1,60,120,2,120,60,1,120,120,BOTTOM,EQUAL
1516233697,0,29,2,120,120,2,120,60,2,60,120,TOP,EQUAL
1516233697,0,4,2,60,120,1,120,120,1,60,120,TOP,LARGER
1516233697,0,24,1,120,60,2,60,120,2,120,120,BOTTOM,EQUAL
1516233697,0,19,2,60,120,2,120,120,1,60,120,CENTER,EQUAL
1516233697,0,9,2,120,120,1,120,60,1,60,120,TOP,EQUAL
1516234513,0,12,2,120,60,1,120,120,1,120,60,CENTER,EQUAL
1516234513,0,32,2,120,60,1,60,120,2,60,120,TOP,SMALLER
1516234513,0,7,2,120,120,2,60,120,1,60,120,TOP,EQUAL
1516234513,0,27,1,120,120,2,60,120,2,120,120,CENTER,LARGER
1516234513,0,2,2,120,120,1,120,120,1,120,60,BOTTOM,LARGER
1516234513,0,17,2,120,120,1,120,120,1,120,60,TOP,EQUAL
1516234513,0,22,1,120,120,1,60,120,2,120,60,CENTER,SMALLER
1516235997,0,16,1,120,120,2,120,120,1,60,120,CENTER,EQUAL
1516235997,0,11,2,120,120,1,120,60,2,60,120,TOP,EQUAL
1516235997,0,1,2,120,60,1,120,120,2,120,120,CENTER,EQUAL
1516235997,0,31,2,120,120,1,120,60,1,60,120,TOP,EQUAL
1516235997,0,6,2,120,120,1,120,120,1,120,60,BOTTOM,LARGER
1516235997,0,26,2,120,60,1,60,120,2,60,120,CENTER,SMALLER
1516235997,0,21,1,60,120,2,120,120,2,60,120,TOP,SMALLER
1516235997,0,36,1,120,120,2,120,120,2,60,120,BOTTOM,LARGER
1516237347,0,5,1,120,120,1,120,60,1,60,120,TOP,EQUAL
1516237347,0,10,2,60,120,2,120,120,2,120,60,CENTER,EQUAL
1516237347,0,20,1,120,120,2,60,120,2,120,120,TOP,EQUAL
1516237347,0,25,2,120,60,2,120,120,1,60,120,CENTER,EQUAL
1516237347,0,30,1,120,120,2,120,120,2,60,120,TOP,EQUAL
1516237347,0,15,2,120,60,2,120,120,1,120,60,CENTER,EQUAL
1516237347,0,35,2,60,120,2,120,120,1,60,120,CENTER,EQUAL
1516292772,0,1,2,120,60,2,120,120,1,60,120,CENTER,EQUAL
1516292772,0,21,1,120,120,2,120,60,2,120,120,TOP,EQUAL
1516292772,0,31,2,120,120,2,60,120,1,120,120,TOP,EQUAL
1516292772,0,11,2,120,60,1,120,60,1,60,120,CENTER,LARGER
1516292772,0,26,2,120,60,1,120,60,2,60,120,CENTER,LARGER
1516292772,0,6,2,60,120,2,120,60,1,120,60,CENTER,SMALLER
1516292772,0,36,2,120,60,2,60,120,2,120,120,TOP,SMALLER
1516292772,0,16,2,120,60,2,60,120,1,120,60,TOP,SMALLER
1516292803,0,33,1,120,120,1,60,120,2,120,60,TOP,EQUAL
1516292803,0,18,1,120,60,2,120,60,2,120,120,BOTTOM,EQUAL
1516292803,0,8,1,120,120,1,120,60,2,120,120,TOP,EQUAL
1516292803,0,23,2,120,120,1,120,120,2,120,60,CENTER,EQUAL
1516292803,0,13,2,120,120,2,120,60,2,60,120,TOP,EQUAL
1516292803,0,3,2,120,60,1,120,60,1,120,120,BOTTOM,EQUAL
1516292803,0,28,2,120,120,2,60,120,2,120,60,TOP,EQUAL
1516292936,0,27,2,120,60,1,120,60,2,120,120,TOP,SMALLER
1516292936,0,2,1,120,120,1,60,120,2,120,120,BOTTOM,EQUAL
1516292936,0,7,1,120,60,1,120,120,2,120,60,BOTTOM,SMALLER
1516292936,0,17,2,120,60,2,120,120,1,120,60,BOTTOM,LARGER
1516292936,0,22,2,120,120,1,60,120,1,120,60,TOP,EQUAL
1516292936,0,12,1,60,120,2,120,120,1,120,120,CENTER,EQUAL
1516292936,0,32,1,120,60,2,120,120,2,60,120,TOP,LARGER
1516293006,0,29,1,120,60,2,60,120,1,120,120,CENTER,LARGER
1516293006,0,24,2,60,120,1,60,120,2,120,120,CENTER,SMALLER
1516293006,0,19,1,60,120,2,60,120,1,120,120,CENTER,LARGER
1516293006,0,14,1,120,120,2,60,120,2,120,120,TOP,EQUAL
1516293006,0,4,1,120,120,2,120,120,2,60,120,TOP,EQUAL
1516293006,0,9,1,120,60,1,60,120,2,120,120,BOTTOM,EQUAL
1516293006,0,34,2,120,120,1,60,120,1,120,60,TOP,EQUAL
1516293656,0,21,1,60,120,1,120,60,2,120,60,TOP,SMALLER
1516293656,0,36,1,120,60,1,60,120,2,120,60,CENTER,SMALLER
1516293656,0,16,2,60,120,1,60,120,1,120,120,BOTTOM,EQUAL
1516293656,0,6,1,120,120,1,120,60,1,60,120,TOP,EQUAL
1516293656,0,31,1,60,120,1,120,60,2,120,60,TOP,SMALLER
1516293656,0,1,1,120,60,1,60,120,2,120,120,CENTER,SMALLER
1516293656,0,26,1,120,120,1,60,120,2,120,60,CENTER,SMALLER
1516293656,0,11,2,120,60,1,60,120,2,60,120,CENTER,SMALLER
1516293685,0,20,1,120,120,2,120,60,2,60,120,TOP,EQUAL
1516293685,0,5,2,60,120,2,120,120,1,120,60,CENTER,EQUAL
1516293685,0,35,1,120,60,2,120,120,2,60,120,CENTER,EQUAL
1516293685,0,10,1,120,120,2,120,120,1,120,60,TOP,EQUAL
1516293685,0,25,1,60,120,1,120,120,2,60,120,CENTER,EQUAL
1516293685,0,30,1,120,60,2,120,60,1,60,120,CENTER,SMALLER
1516293685,0,15,2,120,120,1,60,120,1,120,60,TOP,EQUAL
1516293814,0,17,1,60,120,2,120,120,2,120,60,BOTTOM,SMALLER
1516293814,0,12,1,120,60,2,120,60,1,120,120,CENTER,SMALLER
1516293814,0,22,1,60,120,2,120,60,1,120,120,BOTTOM,EQUAL
1516293814,0,7,1,60,120,1,120,60,2,60,120,CENTER,LARGER
1516293814,0,32,1,60,120,1,120,60,1,120,120,CENTER,LARGER
1516293814,0,2,2,120,60,2,120,120,1,120,120,BOTTOM,EQUAL
1516293814,0,27,1,120,120,1,120,60,2,120,60,TOP,EQUAL
1516294273,0,34,2,120,60,1,120,120,2,120,120,CENTER,EQUAL
1516294273,0,9,2,120,120,1,60,120,2,120,60,CENTER,SMALLER
1516294273,0,14,1,120,120,2,120,120,1,120,60,TOP,EQUAL
1516294273,0,4,2,60,120,2,120,60,1,60,120,CENTER,SMALLER
1516294273,0,29,1,120,60,1,120,120,2,120,120,CENTER,EQUAL
1516294273,0,19,2,120,60,1,120,60,2,120,120,TOP,SMALLER
1516294273,0,24,2,120,120,1,120,120,2,60,120,TOP,EQUAL
1516295523,0,18,2,120,120,2,120,60,2,60,120,TOP,EQUAL
1516295523,0,23,2,120,120,2,60,120,1,120,60,TOP,EQUAL
1516295523,0,28,1,120,60,1,60,120,2,120,120,BOTTOM,EQUAL
1516295523,0,3,1,60,120,1,120,60,2,60,120,CENTER,LARGER
1516295523,0,8,2,60,120,1,60,120,1,120,120,BOTTOM,EQUAL
1516295523,0,33,1,120,120,1,60,120,2,120,120,TOP,EQUAL
1516295523,0,13,2,120,120,1,60,120,2,60,120,TOP,EQUAL
1516296860,0,36,1,120,60,1,120,120,1,60,120,CENTER,EQUAL
1516296860,0,6,1,120,60,1,60,120,2,60,120,TOP,LARGER
1516296860,0,11,1,120,60,2,60,120,1,60,120,CENTER,LARGER
1516296860,0,26,1,60,120,2,120,60,2,60,120,BOTTOM,LARGER
1516296860,0,31,2,60,120,2,120,60,1,120,120,TOP,LARGER
1516296860,0,21,1,120,120,2,60,120,2,120,120,CENTER,LARGER
1516296860,0,1,2,120,60,1,60,120,2,60,120,BOTTOM,LARGER
1516296860,0,16,1,120,120,2,60,120,1,120,60,CENTER,LARGER
1516297407,0,15,1,60,120,2,120,120,2,60,120,CENTER,EQUAL
1516297407,0,10,2,60,120,1,60,120,1,120,120,CENTER,SMALLER
1516297407,0,20,1,120,120,2,120,60,1,120,60,BOTTOM,LARGER
1516297407,0,35,2,120,120,2,60,120,1,60,120,TOP,EQUAL
