SUB,WORD_ORDER,ITEM,ORDER_TOP,SIZE_A_TOP,SIZE_B_TOP,ORDER_CENTER,SIZE_A_CENTER,SIZE_B_CENTER,ORDER_BOTTOM,SIZE_A_BOTTOM,SIZE_B_BOTTOM,CHOICE,CHOICE_SIZE
1516297407,0,30,2,120,60,1,60,120,2,120,120,TOP,SMALLER
1516297407,0,5,2,120,120,2,120,60,1,120,120,TOP,EQUAL
1516297407,0,25,2,60,120,1,60,120,2,120,120,TOP,LARGER
1516297577,0,8,2,60,120,1,120,120,1,120,60,CENTER,EQUAL
1516297577,0,13,1,120,60,2,60,120,1,120,120,BOTTOM,EQUAL
1516297577,0,23,1,60,120,1,120,60,2,60,120,CENTER,LARGER
1516297577,0,3,2,120,60,1,120,60,2,120,120,BOTTOM,EQUAL
1516297577,0,33,2,120,120,1,120,60,1,60,120,TOP,EQUAL
1516297577,0,28,2,60,120,1,120,120,1,60,120,CENTER,EQUAL
1516297577,0,18,2,120,120,2,60,120,1,120,60,TOP,EQUAL
1516297672,0,17,2,60,120,1,60,120,2,120,60,CENTER,SMALLER
1516297672,0,7,2,120,120,1,120,120,2,120,60,BOTTOM,SMALLER
1516297672,0,27,1,60,120,2,120,60,2,120,120,CENTER,SMALLER
1516297672,0,22,2,60,120,1,120,60,2,120,120,TOP,LARGER
1516297672,0,12,1,60,120,1,120,60,2,120,120,CENTER,LARGER
1516297672,0,32,1,120,120,2,60,120,2,120,120,CENTER,LARGER
1516297672,0,2,1,120,120,1,120,60,2,120,60,TOP,EQUAL
1516297759,0,17,1,60,120,2,60,120,2,120,60,CENTER,LARGER
1516297759,0,7,1,120,60,2,120,60,1,60,120,TOP,LARGER
1516297759,0,22,1,120,120,2,120,60,1,120,60,BOTTOM,LARGER
1516297759,0,32,1,120,60,1,120,120,2,60,120,TOP,LARGER
1516297759,0,12,2,60,120,1,120,120,2,120,120,CENTER,EQUAL
1516297759,0,27,1,120,120,2,120,120,2,60,120,CENTER,EQUAL
1516297759,0,2,1,60,120,2,60,120,2,120,120,BOTTOM,EQUAL
1516298587,0,6,1,60,120,1,120,60,2,120,60,CENTER,LARGER
1516298587,0,1,2,120,60,2,120,120,2,60,120,CENTER,EQUAL
1516298587,0,16,1,60,120,1,120,60,2,120,60,CENTER,LARGER
1516298587,0,36,1,60,120,2,60,120,2,120,120,BOTTOM,EQUAL
1516298587,0,11,2,120,60,1,120,120,2,60,120,BOTTOM,LARGER
1516298587,0,31,2,120,120,1,120,120,1,120,60,CENTER,EQUAL
1516298587,0,26,1,120,60,1,120,120,2,60,120,CENTER,EQUAL
1516298587,0,21,1,120,60,2,60,120,2,120,60,CENTER,LARGER
1516298851,0,25,1,120,120,1,120,60,1,60,120,TOP,EQUAL
1516298851,0,15,1,120,60,2,120,120,1,120,120,CENTER,EQUAL
1516298851,0,30,1,120,60,2,120,60,1,120,120,BOTTOM,EQUAL
1516298851,0,5,2,120,60,2,120,120,1,120,120,CENTER,EQUAL
1516298851,0,35,2,120,120,2,120,60,1,120,120,BOTTOM,EQUAL
1516298851,0,10,2,120,60,1,60,120,1,120,120,TOP,SMALLER
1516298851,0,20,1,60,120,1,120,120,2,120,120,BOTTOM,EQUAL
1516300124,0,3,2,120,120,2,120,60,1,120,60,TOP,EQUAL
1516300124,0,28,1,120,60,2,120,120,2,60,120,CENTER,EQUAL
1516300124,0,8,1,60,120,1,120,120,1,120,60,CENTER,EQUAL
1516300124,0,23,2,60,120,1,120,60,2,120,60,TOP,LARGER
1516300124,0,18,1,120,60,1,60,120,2,120,120,BOTTOM,EQUAL
1516300124,0,13,1,60,120,1,120,60,2,60,120,CENTER,LARGER
1516300124,0,33,2,120,60,1,120,60,1,60,120,CENTER,LARGER
1516300842,0,17,1,120,60,2,120,60,1,60,120,TOP,LARGER
1516300842,0,32,2,120,60,1,60,120,1,120,120,TOP,SMALLER
1516300842,0,27,1,60,120,2,60,120,1,120,60,CENTER,LARGER
1516300842,0,12,1,120,60,2,120,120,1,60,120,CENTER,EQUAL
1516300842,0,2,1,120,60,2,120,60,1,60,120,TOP,LARGER
1516300842,0,22,1,60,120,1,120,60,2,60,120,CENTER,LARGER
1516300842,0,7,2,120,120,2,120,60,1,60,120,CENTER,SMALLER
1516302788,0,26,1,120,120,2,60,120,2,120,120,TOP,EQUAL
1516302788,0,21,2,120,60,2,120,120,1,60,120,CENTER,EQUAL
1516302788,0,1,1,120,120,2,120,60,1,60,120,TOP,EQUAL
1516302788,0,16,1,120,120,2,120,120,1,120,60,TOP,EQUAL
1516302788,0,11,2,120,60,2,60,120,1,120,120,TOP,SMALLER
1516302788,0,6,2,120,60,1,120,120,2,60,120,CENTER,EQUAL
1516302788,0,31,2,60,120,2,120,120,1,120,60,CENTER,EQUAL
1516302788,0,36,2,60,120,2,120,60,2,120,120,CENTER,SMALLER
1516302864,0,35,1,60,120,2,60,120,1,120,120,BOTTOM,EQUAL
1516302864,0,15,1,120,60,2,120,120,1,120,120,BOTTOM,EQUAL
1516302864,0,5,2,120,120,1,120,120,2,60,120,TOP,EQUAL
1516302864,0,10,2,120,120,1,120,60,2,60,120,TOP,EQUAL
1516302864,0,30,1,120,120,1,120,60,2,120,120,TOP,EQUAL
1516302864,0,20,1,120,60,1,120,120,2,120,120,CENTER,EQUAL
1516302864,0,25,2,60,120,1,120,60,1,120,120,BOTTOM,EQUAL
1516302914,0,22,2,120,60,1,120,120,1,120,60,CENTER,EQUAL
1516302914,0,7,1,120,60,1,60,120,2,60,120,CENTER,SMALLER
1516302914,0,32,1,60,120,1,120,120,1,120,60,CENTER,EQUAL
1516302914,0,17,2,120,120,1,120,60,1,120,120,TOP,EQUAL
1516302914,0,12,1,120,120,2,120,120,1,60,120,TOP,EQUAL
1516302914,0,27,2,120,120,2,120,60,1,120,120,TOP,EQUAL
1516302914,0,2,2,120,120,1,120,120,1,120,60,CENTER,EQUAL
1516303263,0,6,1,60,120,2,120,60,2,120,120,CENTER,SMALLER
1516303263,0,11,2,120,120,2,120,60,1,60,120,BOTTOM,SMALLER
1516303263,0,1,1,120,120,2,120,120,2,120,60,CENTER,EQUAL
1516303263,0,26,2,120,120,2,120,60,1,60,120,TOP,EQUAL
1516303263,0,16,2,120,60,2,60,120,1,120,120,CENTER,LARGER
1516303263,0,31,2,120,60,1,120,120,1,120,60,CENTER,EQUAL
1516303263,0,21,2,60,120,1,120,120,1,120,60,CENTER,EQUAL
1516303263,0,36,1,120,60,2,120,60,1,60,120,TOP,LARGER
1516304123,0,30,2,120,120,1,60,120,1,120,60,TOP,EQUAL
1516304123,0,20,2,120,120,1,60,120,2,120,60,CENTER,SMALLER
1516304123,0,25,2,120,120,2,60,120,1,60,120,BOTTOM,SMALLER
1516304123,0,35,1,120,120,2,60,120,1,120,60,TOP,EQUAL
1516304123,0,10,2,120,120,2,60,120,1,60,120,TOP,EQUAL
1516304123,0,15,1,120,120,1,120,60,2,60,120,BOTTOM,LARGER
1516304123,0,5,1,60,120,2,120,60,1,120,120,CENTER,SMALLER
1516304346,0,28,1,60,120,1,120,120,2,60,120,CENTER,EQUAL
1516304346,0,8,1,120,120,1,60,120,2,60,120,BOTTOM,LARGER
1516304346,0,3,1,60,120,1,120,120,2,120,120,CENTER,EQUAL
1516304346,0,18,1,120,60,1,60,120,1,120,120,TOP,LARGER
1516304346,0,33,1,120,60,1,60,120,2,120,60,TOP,LARGER
1516304346,0,13,1,120,120,2,120,60,1,120,60,TOP,EQUAL
1516304346,0,23,1,120,60,2,120,60,1,120,120,CENTER,SMALLER
1516304379,0,22,2,120,60,1,60,120,2,60,120,CENTER,SMALLER
1516304379,0,27,2,120,120,2,60,120,2,120,60,BOTTOM,SMALLER
1516304379,0,32,2,120,60,2,60,120,1,120,120,TOP,SMALLER
1516304379,0,17,2,60,120,1,120,60,2,120,60,BOTTOM,SMALLER
1516304379,0,2,2,120,120,2,60,120,1,120,120,CENTER,LARGER
1516304379,0,7,1,60,120,2,60,120,2,120,120,BOTTOM,EQUAL
1516304379,0,12,1,120,120,2,120,60,2,60,120,TOP,EQUAL
1516304473,0,11,2,120,120,1,60,120,2,120,60,TOP,EQUAL
1516304473,0,26,1,60,120,1,120,120,1,120,60,TOP,SMALLER
1516304473,0,6,2,120,60,2,120,120,1,120,60,BOTTOM,LARGER
1516304473,0,21,2,120,120,2,60,120,1,120,60,BOTTOM,LARGER
1516304473,0,36,2,60,120,2,120,120,1,60,120,BOTTOM,SMALLER
1516304473,0,16,1,120,60,2,120,60,2,60,120,TOP,LARGER
1516304473,0,31,1,120,120,2,120,60,2,60,120,TOP,EQUAL
1516304473,0,1,1,60,120,1,120,120,2,120,120,BOTTOM,EQUAL
1516305855,0,25,2,120,60,2,60,120,1,120,60,CENTER,LARGER
1516305855,0,10,1,60,120,1,120,60,2,60,120,TOP,SMALLER
1516305855,0,35,2,60,120,1,60,120,2,120,120,BOTTOM,EQUAL
1516305855,0,15,2,60,120,1,120,120,1,60,120,CENTER,EQUAL
1516305855,0,5,1,120,60,2,60,120,2,120,120,CENTER,LARGER
1516305855,0,30,2,120,120,1,120,120,2,60,120,CENTER,EQUAL
1516305855,0,20,1,60,120,2,120,120,1,120,120,BOTTOM,EQUAL
1516307878,0,29,2,120,120,1,120,60,2,120,60,TOP,EQUAL
1516307878,0,9,1,60,120,2,120,60,2,60,120,TOP,SMALLER
1516307878,0,19,2,120,120,2,60,120,1,120,60,TOP,EQUAL
1516307878,0,4,2,60,120,1,120,120,1,60,120,TOP,LARGER
1516307878,0,14,1,120,60,2,120,120,1,60,120,CENTER,EQUAL
1516307878,0,24,1,120,60,2,120,120,1,60,120,CENTER,EQUAL
1516307878,0,34,2,120,120,1,120,60,2,60,120,CENTER,LARGER
1516319857,0,8,2,120,60,1,120,120,1,60,120,BOTTOM,SMALLER
1516319857,0,18,2,120,120,1,120,120,2,60,120,CENTER,EQUAL
1516319857,0,33,1,60,120,1,120,120,2,60,120,CENTER,EQUAL
1516319857,0,28,1,60,120,2,120,60,1,120,120,BOTTOM,EQUAL
1516319857,0,3,2,60,120,1,120,120,2,120,120,CENTER,EQUAL
1516319857,0,23,1,60,120,1,120,120,2,60,120,CENTER,EQUAL
1516319857,0,13,1,120,60,1,60,120,1,120,120,TOP,LARGER
1516320770,0,17,2,120,60,1,120,120,2,120,120,CENTER,EQUAL
1516320770,0,27,2,120,60,1,60,120,1,120,60,BOTTOM,LARGER
1516320770,0,32,1,120,60,2,120,120,2,120,60,TOP,LARGER
1516320770,0,12,1,60,120,2,120,60,2,60,120,TOP,SMALLER
1516320770,0,7,2,60,120,2,120,60,1,120,120,BOTTOM,EQUAL
1516320770,0,2,2,120,60,1,120,60,1,120,120,TOP,SMALLER
1516320770,0,22,1,120,60,1,60,120,2,120,120,CENTER,SMALLER
1516321276,0,21,2,120,60,1,120,120,1,60,120,CENTER,EQUAL
1516321276,0,1,2,120,120,2,60,120,1,60,120,BOTTOM,SMALLER
1516321276,0,36,1,60,120,2,120,120,1,120,120,CENTER,EQUAL
1516321276,0,31,2,120,60,1,60,120,1,120,120,BOTTOM,EQUAL
1516321276,0,6,1,120,60,2,60,120,1,60,120,TOP,LARGER
1516321276,0,11,2,120,120,2,60,120,1,120,120,CENTER,LARGER
1516321276,0,26,2,120,120,1,60,120,1,120,120,BOTTOM,EQUAL
1516321276,0,16,1,60,120,1,120,60,1,120,120,CENTER,LARGER
1516323238,0,30,2,120,120,1,120,60,1,60,120,TOP,EQUAL
1516323238,0,25,2,60,120,1,120,60,2,120,60,CENTER,LARGER
1516323238,0,35,1,120,60,1,120,120,1,60,120,CENTER,EQUAL
1516323238,0,5,2,120,60,1,60,120,1,120,60,BOTTOM,LARGER
1516323238,0,15,2,120,60,1,120,60,1,60,120,CENTER,LARGER
1516323238,0,20,2,120,120,1,120,120,1,60,120,BOTTOM,SMALLER
1516323238,0,10,2,120,60,2,60,120,1,120,120,BOTTOM,EQUAL
1516323580,0,24,1,120,120,2,60,120,2,120,120,TOP,EQUAL
1516323580,0,19,2,120,120,1,120,60,1,60,120,TOP,EQUAL
1516323580,0,34,1,120,60,2,120,60,1,120,120,BOTTOM,EQUAL
1516323580,0,14,2,60,120,2,120,60,1,120,60,CENTER,SMALLER
1516323580,0,4,1,120,60,2,60,120,1,120,120,CENTER,LARGER
1516323580,0,9,2,120,60,2,60,120,1,120,120,TOP,SMALLER
1516323580,0,29,2,120,120,1,60,120,1,120,60,CENTER,SMALLER
1516324440,0,27,1,120,60,2,60,120,1,60,120,BOTTOM,SMALLER
1516324440,0,12,2,60,120,1,120,120,2,120,60,CENTER,EQUAL
1516324440,0,2,1,60,120,1,120,120,1,120,60,CENTER,EQUAL
1516324440,0,32,2,120,120,2,60,120,1,120,120,BOTTOM,EQUAL
1516324440,0,22,2,60,120,1,120,120,1,60,120,CENTER,EQUAL
1516324440,0,17,1,120,60,1,120,120,2,120,120,BOTTOM,EQUAL
1516324440,0,7,1,60,120,1,120,60,2,120,120,BOTTOM,EQUAL
1516324621,0,8,2,120,120,1,120,60,1,60,120,CENTER,LARGER
1516324621,0,3,2,60,120,1,120,120,2,120,60,CENTER,EQUAL
1516324621,0,23,2,60,120,2,120,60,2,120,120,BOTTOM,EQUAL
1516324621,0,28,2,120,120,1,60,120,1,120,60,TOP,EQUAL
1516324621,0,13,1,60,120,2,120,60,2,60,120,BOTTOM,LARGER
1516324621,0,18,1,120,60,2,60,120,1,60,120,CENTER,LARGER
1516324621,0,33,1,60,120,2,120,120,2,60,120,CENTER,EQUAL
1516326736,0,21,2,120,120,1,120,120,2,120,60,TOP,EQUAL
1516326736,0,36,2,60,120,2,120,60,1,120,120,TOP,LARGER
1516326736,0,1,2,60,120,1,120,60,1,60,120,TOP,LARGER
1516326736,0,6,1,120,120,1,60,120,2,120,120,TOP,EQUAL
1516326736,0,26,1,120,120,1,60,120,2,60,120,TOP,EQUAL
1516326736,0,11,2,120,120,1,120,60,1,120,120,TOP,EQUAL
1516326736,0,31,1,120,120,2,120,120,1,120,60,TOP,EQUAL
1516326736,0,16,2,120,60,1,60,120,1,120,60,TOP,SMALLER
1516326967,0,10,2,120,60,1,120,120,2,60,120,CENTER,EQUAL
1516326967,0,35,1,60,120,2,120,60,1,120,60,CENTER,SMALLER
1516326967,0,20,2,120,120,1,120,120,2,120,60,CENTER,EQUAL
1516326967,0,15,2,120,120,2,120,60,1,120,60,CENTER,SMALLER
1516326967,0,25,2,120,120,2,60,120,1,120,120,CENTER,LARGER
1516326967,0,30,2,120,120,1,60,120,1,120,120,CENTER,SMALLER
1516326967,0,5,2,120,120,1,120,60,2,60,120,CENTER,LARGER
1516374859,0,17,2,120,120,1,120,60,1,120,120,TOP,EQUAL
1516374859,0,27,2,120,120,2,120,60,1,120,60,BOTTOM,LARGER
1516374859,0,22,2,120,60,2,60,120,1,120,120,CENTER,LARGER
1516374859,0,7,1,120,120,2,120,60,1,60,120,CENTER,SMALLER
1516374859,0,32,1,120,60,2,120,60,1,60,120,CENTER,SMALLER
1516374859,0,12,1,120,60,2,60,120,2,120,60,TOP,LARGER
1516374859,0,2,2,60,120,1,120,120,1,120,60,CENTER,EQUAL
1516374951,0,18,1,120,60,1,120,120,2,60,120,CENTER,EQUAL
1516374951,0,33,1,120,60,2,60,120,2,120,60,TOP,LARGER
1516374951,0,8,1,120,120,2,120,120,1,120,60,CENTER,EQUAL
1516374951,0,23,2,120,120,1,120,60,1,120,120,TOP,EQUAL
1516374951,0,28,1,120,120,2,120,60,1,60,120,BOTTOM,SMALLER
1516374951,0,3,2,120,60,2,120,120,2,60,120,CENTER,EQUAL
1516374951,0,13,1,120,120,2,120,60,1,60,120,TOP,EQUAL
1516374957,0,15,2,120,60,1,60,120,2,60,120,TOP,SMALLER
1516374957,0,25,1,120,120,2,60,120,2,120,120,CENTER,LARGER
1516374957,0,30,2,120,60,1,120,120,2,120,120,CENTER,EQUAL
1516374957,0,35,1,120,60,2,60,120,1,60,120,CENTER,LARGER
1516374957,0,5,2,120,60,2,120,120,2,60,120,CENTER,EQUAL
1516374957,0,20,2,120,60,2,120,120,1,60,120,BOTTOM,SMALLER
1516374957,0,10,1,120,60,1,60,120,1,120,120,BOTTOM,EQUAL
1516375035,0,16,1,60,120,2,60,120,2,120,60,TOP,SMALLER
1516375035,0,26,2,60,120,1,120,120,1,60,120,BOTTOM,SMALLER
1516375035,0,21,2,60,120,2,120,60,1,60,120,BOTTOM,SMALLER
1516375035,0,1,1,60,120,2,120,120,2,60,120,CENTER,EQUAL
1516375035,0,11,1,120,60,2,120,120,2,60,120,BOTTOM,LARGER
1516375035,0,36,2,120,60,1,120,120,1,120,60,TOP,SMALLER
1516375035,0,6,1,120,60,2,60,120,2,120,60,BOTTOM,SMALLER
1516375035,0,31,2,60,120,1,120,60,1,120,120,BOTTOM,EQUAL
1516377110,0,9,1,120,120,1,60,120,2,120,120,CENTER,SMALLER
1516377110,0,4,2,120,60,1,60,120,2,120,120,TOP,SMALLER
1516377110,0,29,1,120,120,2,120,60,2,60,120,CENTER,SMALLER
1516377110,0,24,2,120,120,1,120,60,1,60,120,TOP,EQUAL
1516377110,0,19,1,120,60,1,120,120,1,60,120,TOP,LARGER
1516377110,0,34,1,120,60,2,60,120,2,120,120,TOP,LARGER
1516377110,0,14,2,120,60,2,60,120,2,120,120,TOP,SMALLER
1516377324,0,18,2,120,60,1,120,120,2,120,120,CENTER,EQUAL
1516377324,0,3,1,120,120,1,120,60,2,120,60,TOP,EQUAL
1516377324,0,28,2,120,120,1,120,120,1,120,60,CENTER,EQUAL
1516377324,0,23,1,120,120,1,120,60,1,60,120,TOP,EQUAL
1516377324,0,13,1,120,60,2,120,60,1,60,120,BOTTOM,SMALLER
1516377324,0,33,1,120,60,2,60,120,2,120,60,CENTER,LARGER
1516377324,0,8,2,120,60,2,120,120,2,60,120,CENTER,EQUAL
1516377711,0,2,1,60,120,2,120,120,2,120,60,CENTER,EQUAL
1516377711,0,12,1,120,60,2,120,120,1,120,120,TOP,LARGER
1516377711,0,17,1,120,60,2,120,120,2,120,60,CENTER,EQUAL
1516377711,0,22,2,60,120,2,120,60,1,120,120,CENTER,SMALLER
1516377711,0,7,2,120,120,2,120,60,1,60,120,CENTER,SMALLER
1516377711,0,32,1,60,120,1,120,60,2,60,120,CENTER,LARGER
1516377711,0,27,1,60,120,2,120,120,1,120,60,CENTER,EQUAL
1516380410,0,16,2,120,120,1,120,60,1,120,120,TOP,EQUAL
1516380410,0,1,2,60,120,2,120,60,1,120,120,BOTTOM,EQUAL
1516380410,0,36,2,120,60,2,60,120,1,120,60,BOTTOM,LARGER
1516380410,0,11,2,120,120,1,120,120,1,120,60,TOP,EQUAL
1516380410,0,6,2,120,120,2,60,120,1,60,120,CENTER,LARGER
1516380410,0,21,2,120,120,1,60,120,1,120,60,BOTTOM,LARGER
1516380410,0,31,1,120,120,2,120,120,2,60,120,CENTER,EQUAL
1516380410,0,26,2,120,60,1,120,60,1,120,120,CENTER,LARGER
1516382294,0,9,2,120,60,2,120,120,1,60,120,CENTER,EQUAL
1516382294,0,29,2,120,60,2,120,120,1,60,120,CENTER,EQUAL
1516382294,0,4,2,120,120,1,120,60,2,120,60,TOP,EQUAL
1516382294,0,19,2,60,120,1,120,60,2,120,120,BOTTOM,EQUAL
1516382294,0,34,1,120,120,1,120,60,1,60,120,CENTER,LARGER
1516382294,0,24,2,120,60,1,120,60,2,120,120,CENTER,LARGER
1516382294,0,14,1,120,120,1,60,120,2,120,60,TOP,EQUAL
